     0.010463198,68342,,branch-misses,83316266,100.00,,
     0.020988259,36803,,branch-misses,83332323,100.00,,
     0.031286949,37600,,branch-misses,83347190,100.00,,
     0.041816580,35701,,branch-misses,83586395,100.00,,
     0.052347028,31191,,branch-misses,83646861,100.00,,
     0.062857252,30374,,branch-misses,83695107,100.00,,
     0.073242223,25462,,branch-misses,83678931,100.00,,
     0.083803610,41174,,branch-misses,83731659,100.00,,
     0.094241780,36707,,branch-misses,83710997,100.00,,
     0.104741540,31294,,branch-misses,83748967,100.00,,
     0.115195740,34898,,branch-misses,83745912,100.00,,
     0.125668331,33838,,branch-misses,83742939,100.00,,
     0.136152016,28318,,branch-misses,83743043,100.00,,
     0.146665816,36379,,branch-misses,83771403,100.00,,
     0.157157688,31312,,branch-misses,83797722,100.00,,
     0.167698816,25329,,branch-misses,83824057,100.00,,
     0.178177954,40057,,branch-misses,83775363,100.00,,
     0.188529948,63472,,branch-misses,83754747,100.00,,
     0.198957792,67743,,branch-misses,83727170,100.00,,
     0.209283879,127037,,branch-misses,83662911,100.00,,
     0.219592867,180684,,branch-misses,83602180,100.00,,
     0.229827430,145194,,branch-misses,83506308,100.00,,
     0.240086003,29193,,branch-misses,83466780,100.00,,
     0.250490283,39328,,branch-misses,83450130,100.00,,
     0.260847236,28941,,branch-misses,83422368,100.00,,
     0.271124779,37096,,branch-misses,83393272,100.00,,
     0.281470545,34797,,branch-misses,83371277,100.00,,
     0.291841404,27380,,branch-misses,83364582,100.00,,
     0.302283777,43567,,branch-misses,83365160,100.00,,
     0.312693887,35937,,branch-misses,83372675,100.00,,
     0.323278214,45007,,branch-misses,83392575,100.00,,
     0.333643431,40843,,branch-misses,83406483,100.00,,
     0.344214830,32954,,branch-misses,83430059,100.00,,
     0.354692151,36209,,branch-misses,83445678,100.00,,
     0.365143343,25721,,branch-misses,83435750,100.00,,
     0.375591494,32165,,branch-misses,83454715,100.00,,
     0.386096202,32183,,branch-misses,83461492,100.00,,
     0.396517189,25651,,branch-misses,83466124,100.00,,
     0.406961105,29287,,branch-misses,83468644,100.00,,
     0.417392370,25329,,branch-misses,83468676,100.00,,
     0.427893017,29277,,branch-misses,83481447,100.00,,
     0.438398314,27742,,branch-misses,83495053,100.00,,
     0.448864561,33999,,branch-misses,83494610,100.00,,
     0.459313370,34155,,branch-misses,83496040,100.00,,
     0.469700671,40307,,branch-misses,83475618,100.00,,
     0.480039683,44993,,branch-misses,83476680,100.00,,
     0.490522310,35134,,branch-misses,83489113,100.00,,
     0.501049688,33846,,branch-misses,83485640,100.00,,
     0.511359467,43619,,branch-misses,83477034,100.00,,
     0.521865141,27108,,branch-misses,83488043,100.00,,
     0.532309783,36686,,branch-misses,83491169,100.00,,
     0.542797364,35215,,branch-misses,83496984,100.00,,
     0.553198682,38080,,branch-misses,83490416,100.00,,
     0.563632619,36685,,branch-misses,83494016,100.00,,
     0.574110224,41540,,branch-misses,83497150,100.00,,
     0.584539278,50766,,branch-misses,83502385,100.00,,
     0.595050657,63730,,branch-misses,83509623,100.00,,
     0.605533844,84253,,branch-misses,83511740,100.00,,
     0.616030720,75189,,branch-misses,83524207,100.00,,
     0.626500298,51106,,branch-misses,83527367,100.00,,
     0.636924092,43889,,branch-misses,83518856,100.00,,
     0.647221993,63711,,branch-misses,83496016,100.00,,
     0.657543874,48741,,branch-misses,83478820,100.00,,
     0.667826959,50278,,branch-misses,83456697,100.00,,
     0.678039162,60123,,branch-misses,83425984,100.00,,
     0.688228411,45623,,branch-misses,83399555,100.00,,
     0.698473992,61123,,branch-misses,83375608,100.00,,
     0.708670937,47218,,branch-misses,83350486,100.00,,
     0.718835954,69618,,branch-misses,83325056,100.00,,
     0.729102335,40445,,branch-misses,83304124,100.00,,
     0.739294639,38334,,branch-misses,83286927,100.00,,
     0.749622620,44151,,branch-misses,83273243,100.00,,
     0.759957658,47026,,branch-misses,83272054,100.00,,
     0.770372677,26893,,branch-misses,83265574,100.00,,
     0.780684840,39498,,branch-misses,83254953,100.00,,
     0.790972772,42566,,branch-misses,83241484,100.00,,
     0.801262182,43455,,branch-misses,83230586,100.00,,
     0.811553818,35952,,branch-misses,83219248,100.00,,
     0.821815403,31012,,branch-misses,83208864,100.00,,
     0.832208458,30783,,branch-misses,83211665,100.00,,
     0.842633503,30433,,branch-misses,83211391,100.00,,
     0.853031204,21377,,branch-misses,83207093,100.00,,
     0.863348475,45535,,branch-misses,83199781,100.00,,
     0.873696386,40178,,branch-misses,83196940,100.00,,
     0.884051280,42662,,branch-misses,83193530,100.00,,
     0.894415971,56526,,branch-misses,83191733,100.00,,
     0.904804329,42680,,branch-misses,83188174,100.00,,
     0.915160591,29714,,branch-misses,83183506,100.00,,
     0.925497434,48000,,branch-misses,83177653,100.00,,
     0.935850366,99245,,branch-misses,83170976,100.00,,
     0.946157480,47222,,branch-misses,83163253,100.00,,
     0.956424735,51949,,branch-misses,83153943,100.00,,
     0.966715820,53920,,branch-misses,83144422,100.00,,
     0.977009758,71680,,branch-misses,83137618,100.00,,
     0.987306497,93068,,branch-misses,83129153,100.00,,
     0.997651683,72902,,branch-misses,83123068,100.00,,
     1.007979755,69916,,branch-misses,83118955,100.00,,
     1.018245925,73463,,branch-misses,83110290,100.00,,
     1.028498793,81656,,branch-misses,83100560,100.00,,
     1.038887730,64504,,branch-misses,83098334,100.00,,
     1.049208639,107232,,branch-misses,83091509,100.00,,
     1.059467183,78206,,branch-misses,83082842,100.00,,
     1.069713461,62436,,branch-misses,83070062,100.00,,
     1.079963736,103335,,branch-misses,83062229,100.00,,
     1.090220271,69954,,branch-misses,83051347,100.00,,
     1.100472257,71265,,branch-misses,83041278,100.00,,
     1.110679451,71427,,branch-misses,83027515,100.00,,
     1.120875386,71313,,branch-misses,83014291,100.00,,
     1.131112874,85725,,branch-misses,83006602,100.00,,
     1.141338246,49076,,branch-misses,82993496,100.00,,
     1.151485981,79693,,branch-misses,82977049,100.00,,
     1.161639607,70578,,branch-misses,82963070,100.00,,
     1.171911156,288312,,branch-misses,82952875,100.00,,
     1.182033488,255138,,branch-misses,82935901,100.00,,
     1.192211790,132204,,branch-misses,82923656,100.00,,
     1.202445529,156941,,branch-misses,82915031,100.00,,
     1.212649861,68750,,branch-misses,82902843,100.00,,
