     0.010334097,258926,,cache-misses,78539620,95.72,,
     0.020580626,304258,,cache-misses,64397756,78.31,,
     0.030902682,132187,,cache-misses,70390931,85.55,,
     0.041167228,183076,,cache-misses,65308991,79.41,,
     0.051457252,44670,,cache-misses,68692226,83.53,,
     0.061705293,92951,,cache-misses,65589830,79.78,,
     0.071964044,72346,,cache-misses,67942662,82.66,,
     0.082230742,345250,,cache-misses,65713649,79.96,,
     0.092466358,271472,,cache-misses,67524074,82.18,,
     0.102899839,96129,,cache-misses,65873203,80.05,,
     0.113177964,65301,,cache-misses,67357908,81.86,,
     0.123459010,181942,,cache-misses,65924404,80.13,,
     0.133730565,440420,,cache-misses,67174143,81.65,,
     0.143991066,309391,,cache-misses,65934451,80.16,,
     0.154252186,76486,,cache-misses,67014170,81.48,,
     0.164562028,109692,,cache-misses,65978452,80.22,,
     0.174782247,368601,,cache-misses,66918285,81.38,,
     0.185023907,571050,,cache-misses,65985129,80.26,,
     0.195475505,387665,,cache-misses,66933949,81.32,,
     0.205803404,23758,,cache-misses,66113901,80.31,,
     0.216092384,20787,,cache-misses,66885116,81.25,,
     0.226370453,22174,,cache-misses,66122530,80.32,,
     0.236678373,22422,,cache-misses,66769792,81.14,,
     0.246863836,3312,,cache-misses,66137361,80.36,,
     0.257197370,6120,,cache-misses,66554177,80.89,,
     0.267322670,23278,,cache-misses,66137786,80.38,,
     0.277818326,44744,,cache-misses,66375208,80.66,,
     0.288017070,25018,,cache-misses,66150570,80.39,,
     0.298333031,28738,,cache-misses,66204164,80.47,,
     0.308517724,3448,,cache-misses,66155182,80.40,,
     0.318985794,15185,,cache-misses,66060044,80.27,,
     0.329183680,5324,,cache-misses,66199175,80.43,,
     0.339711266,5202,,cache-misses,65945126,80.10,,
     0.349956640,4552,,cache-misses,66249204,80.45,,
     0.360451869,6692,,cache-misses,65835429,79.93,,
     0.370692362,5387,,cache-misses,66290154,80.46,,
     0.381115005,15015,,cache-misses,65877880,79.94,,
     0.391544265,15137,,cache-misses,66344043,80.47,,
     0.402034623,3593,,cache-misses,65968808,79.99,,
     0.412457180,23782,,cache-misses,66406900,80.49,,
     0.422900561,6278,,cache-misses,66036549,80.03,,
     0.433328011,4367,,cache-misses,66447578,80.51,,
     0.443642304,4647,,cache-misses,66072983,80.05,,
     0.453994398,3957,,cache-misses,66449414,80.51,,
     0.464264182,4938,,cache-misses,66091391,80.08,,
     0.474556865,56059,,cache-misses,66438729,80.51,,
     0.484824590,12578,,cache-misses,66091642,80.10,,
     0.495125916,10970,,cache-misses,66435768,80.51,,
     0.505509542,14651,,cache-misses,66126856,80.13,,
     0.515856288,7123,,cache-misses,66455936,80.53,,
     0.526152535,4684,,cache-misses,66142254,80.15,,
     0.536476177,115942,,cache-misses,66458477,80.53,,
     0.546784192,23833,,cache-misses,66153766,80.16,,
     0.557072694,23074,,cache-misses,66367115,80.43,,
     0.567256236,18634,,cache-misses,66136640,80.17,,
     0.577399498,21494,,cache-misses,66282494,80.37,,
     0.587544435,14386,,cache-misses,66100769,80.17,,
     0.597705706,200396,,cache-misses,66202079,80.31,,
     0.607857406,67954,,cache-misses,66072241,80.18,,
     0.617982755,109837,,cache-misses,66128692,80.27,,
     0.628117164,166116,,cache-misses,66040355,80.18,,
     0.638271303,95079,,cache-misses,66061196,80.22,,
     0.648394739,25578,,cache-misses,66011019,80.18,,
     0.658505295,33973,,cache-misses,65996826,80.19,,
     0.668573669,100689,,cache-misses,65971567,80.18,,
